trace_id,phase0_selector,phase0_source,coverage_status,trace_class,semantic_justification,semantic_review_verdict,phase1_selectors,evidence_paths,notes
TRACE-SFA-CORE-SKILL-003,SFA-CORE-SKILL-003,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-CORE-SKILL-004,SFA-CORE-SKILL-004,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-CORE-SKILL-005,SFA-CORE-SKILL-005,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-P0-FR-010,SFA-P0-FR-010,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-P0-FR-012,SFA-P0-FR-012,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-P0-FR-013,SFA-P0-FR-013,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-CORE-DOC-001,SFA-CORE-DOC-001,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-DOC-002,SFA-CORE-DOC-002,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-DOC-003,SFA-CORE-DOC-003,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-DOC-004,SFA-CORE-DOC-004,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-DOC-005,SFA-CORE-DOC-005,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-DOC-006,SFA-CORE-DOC-006,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-DOC-007,SFA-CORE-DOC-007,SRC-PRD-P0,partial,scaffolded,Phase 1 now generates derivative pages with authority notices page metadata registry trace and deterministic drift checks; broader reader surface families remain later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/self_hosting_memory_continue_acceptance_report.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md;sys-for-ai/sys_for_ai/derivatives/templates.py;sys-for-ai/sys_for_ai/derivative_generation.py,Updated in Phase 10 acceptance. Generated derivative pages carry noncanonical authority notices and metadata.
TRACE-SFA-CORE-MEM-001,SFA-CORE-MEM-001,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-002,SFA-CORE-MEM-002,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-003,SFA-CORE-MEM-003,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-004,SFA-CORE-MEM-004,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-005,SFA-CORE-MEM-005,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-006,SFA-CORE-MEM-006,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-007,SFA-CORE-MEM-007,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-008,SFA-CORE-MEM-008,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-MEM-009,SFA-CORE-MEM-009,SRC-PRD-P0,partial,scaffolded,Phase 1 now validates memory preflight receipts that inspect canonical source paths and registry rows before routing claims AgentJob boundaries handoffs permissions or continuation state; full production memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/self_hosting_memory_continue_acceptance_report.md;sys-for-ai/sys_for_ai/memory/preflight.py;sys-for-ai/sys_for_ai/memory/receipts.py;sys-for-ai/control_records/memory_preflights/MEMPREFLIGHT-P1-SELFHOST-ACCEPTANCE-001.yaml;sys-for-ai/registries/memory_preflight_receipt_registry.csv;sys-for-ai/sys_for_ai/validators.py,Updated in Phase 10 acceptance. Source-first preflight now has controlled receipt evidence.
TRACE-SFA-CORE-OBS-001,SFA-CORE-OBS-001,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-OBS-002,SFA-CORE-OBS-002,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-OBS-003,SFA-CORE-OBS-003,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-SVC-001,SFA-CORE-SVC-001,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
TRACE-SFA-CORE-SVC-002,SFA-CORE-SVC-002,SRC-PRD-P0,partial,scaffolded,Phase 1 creates source-first memory and derivative governance scaffolds; full runtime memory service remains later-phase work.,sufficient,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/source_authority_policy.md;sys-for-ai/docs/obsidian_derivative_policy.md;sys-for-ai/docs/format_profile_policy.md;sys-for-ai/docs/configuration_control_wiki_policy.md;sys-for-ai/docs/validation_contracts_catalog_policy.md;sys-for-ai/registries/source_registry.csv;sys-for-ai/registries/format_profile_registry.csv;sys-for-ai/registries/config_source_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/registries/validation_contract_registry.csv;sys-for-ai/registries/derivative_registry.csv;sys-for-ai/docs/generated/configuration_control/index.md;sys-for-ai/docs/generated/validation_contracts/index.md,Expanded from TRACE-P0-MEMORY-DOC-SVC. Phase 1 creates source-first memory and derivative governance scaffolds without building the full runtime memory system.
