control_record_id,path,record_type,execution_profile,authority_status,owner,validation_contract_id,allowed_writers,allowed_readers,related_execution_transaction_id,related_legacy_execution_id,supersedes,source_hash,last_validated_at,notes
ctrl_subprd_promotion_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-25-SUBPRD-PROMOTION-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,system_director,all_agents,,AJ-SFADEV-25-SUBPRD-PROMOTION-001,,pending,2026-07-08T23:18:35Z,Memory preflight receipt for sub-PRD promotion and routing.
ctrl_subprd_promotion_completion,control_records/completions/RECEIPT-SFADEV-25-SUBPRD-PROMOTION-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,system_director,all_agents,,AJ-SFADEV-25-SUBPRD-PROMOTION-001,,pending,2026-07-08T23:18:35Z,Completion receipt for sub-PRD promotion and routing.
ctrl_subprd_promotion_handoff,control_records/handoffs/HANDOFF-SFADEV-25-SUBPRD-PROMOTION-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,system_director,all_agents,,AJ-SFADEV-25-SUBPRD-PROMOTION-001,,pending,2026-07-08T23:18:35Z,Handoff for sub-PRD promotion routing and WS-26 final acceptance recommendation.
ctrl_next_scope_acceptance_director_decision,control_records/director_decisions/DDR-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001.yaml,director_decision,legacy_execution_v0_2,controlled,framework_product,contract_director_decision,system_director,all_agents,,AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,,pending,2026-07-08T23:34:30Z,Director decision selecting next-scope final acceptance.
ctrl_next_scope_acceptance_agentjob,control_records/agentjobs/AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,,pending,2026-07-08T23:34:30Z,AgentJob for next-scope final acceptance.
ctrl_next_scope_acceptance_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_verifier,all_agents,,AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,,pending,2026-07-08T23:34:30Z,Memory preflight receipt for next-scope final acceptance.
ctrl_next_scope_acceptance_completion,control_records/completions/RECEIPT-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,,pending,2026-07-08T23:34:30Z,Completion receipt for next-scope final acceptance.
ctrl_next_scope_acceptance_handoff,control_records/handoffs/HANDOFF-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,,pending,2026-07-08T23:34:30Z,Handoff closing next-scope final acceptance.
ctrl_strategic_baseline_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,,,SFA-EDR-SELFHOST-001;DDR-P1-SELFHOST-001,pending,2026-07-09T23:38:26Z,Human-authorized WS-02 identity and portable execution-model decision; supersession is limited to conflicting active semantics.
ctrl_strategic_baseline_g03_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G03-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,,,,pending,2026-07-10T04:38:30Z,Human-authorized G-03 candidate normative baseline disposition.
ctrl_strategic_baseline_g04_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,,,,pending,2026-07-10T05:05:00Z,Human-authorized G-04 strategic artifact and interface contract disposition.
ctrl_strategic_baseline_g05_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G05-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,,,,pending,2026-07-10T13:26:21Z,Human-authorized G-05 capability migration safety disposition.
ctrl_strategic_baseline_tx10_execution_transaction,control_records/execution_transactions/TX-10-ACTIVE-SURFACE-MIGRATION.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;software_engineer;verification_engineer;system_director,all_agents,TX-10-ACTIVE-SURFACE-MIGRATION,,,pending,2026-07-10,Authorized portable TX-10 record; scope ends before TX-11 and historical evidence remains immutable.
ctrl_strategic_baseline_tx10_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-10-ACTIVE-SURFACE-MIGRATION-20260710T135843Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-10-ACTIVE-SURFACE-MIGRATION,,,pending,2026-07-10,Portable source-first preflight for TX-10; memory remains navigation rather than authority.
ctrl_strategic_baseline_tx10_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX10-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer,all_agents,TX-10-ACTIVE-SURFACE-MIGRATION,,,pending,2026-07-10,Portable TX-10 completion evidence.
ctrl_strategic_baseline_tx10_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX10-001.yaml,handoff,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_handoff_v1_0,bounded_execution_planner;system_director,all_agents,TX-10-ACTIVE-SURFACE-MIGRATION,,,pending,2026-07-10,Portable TX-10 handoff to the dependency-ready trace schema transaction.
ctrl_strategic_baseline_tx11_execution_transaction,control_records/execution_transactions/TX-11-TRACE-SCHEMA.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-11-TRACE-SCHEMA,,,pending,2026-07-10,Authorized portable TX-11 record; scope ends before TX-12 trace data migration.
ctrl_strategic_baseline_tx11_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-11-TRACE-SCHEMA-20260710T142714Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-11-TRACE-SCHEMA,,,pending,2026-07-10,Portable source-first preflight for TX-11; memory remained navigation rather than authority.
ctrl_strategic_baseline_tx11_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX11-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,trace_owner,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-11-TRACE-SCHEMA,,,pending,2026-07-10,Portable TX-11 completion evidence.
ctrl_strategic_baseline_tx11_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX11-001.yaml,handoff,portable_execution_transaction_v1,controlled,trace_owner,contract_handoff_v1_0,trace_owner;system_director,all_agents,TX-11-TRACE-SCHEMA,,,pending,2026-07-10,Portable TX-11 handoff to the trace data migration transaction only.
ctrl_strategic_baseline_tx12_execution_transaction,control_records/execution_transactions/TX-12-TRACE-DATA.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-12-TRACE-DATA,,,pending,2026-07-10,Authorized portable TX-12 record; scope ends before TX-13 broader validators.
ctrl_strategic_baseline_tx12_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-12-TRACE-DATA-20260710T145240Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-12-TRACE-DATA,,,pending,2026-07-10,Portable source-first preflight for TX-12; memory remained navigation rather than authority.
ctrl_strategic_baseline_tx12_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX12-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,trace_owner,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-12-TRACE-DATA,,,pending,2026-07-10,Portable TX-12 completion evidence.
ctrl_strategic_baseline_tx12_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX12-001.yaml,handoff,portable_execution_transaction_v1,controlled,trace_owner,contract_handoff_v1_0,trace_owner;verification_engineer;system_director,all_agents,TX-12-TRACE-DATA,,,pending,2026-07-10,Portable TX-12 handoff to the broader validator transaction only.
ctrl_strategic_baseline_tx13_execution_transaction,control_records/execution_transactions/TX-13-VALIDATORS.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-13-VALIDATORS,,,pending,2026-07-10,Authorized portable TX-13 record; scope ends before TX-14 Phase 2 work.
ctrl_strategic_baseline_tx13_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-13-VALIDATORS-20260710T151414Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-13-VALIDATORS,,,pending,2026-07-10,Portable source-first preflight for TX-13; memory remained navigation rather than authority.
ctrl_strategic_baseline_tx13_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX13-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-13-VALIDATORS,,,pending,2026-07-10,Portable TX-13 completion evidence.
ctrl_strategic_baseline_tx13_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX13-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;requirements_manager;system_director,all_agents,TX-13-VALIDATORS,,,pending,2026-07-10,Portable TX-13 handoff to the controlled Phase 2 transaction only.
ctrl_strategic_baseline_tx14_execution_transaction,control_records/execution_transactions/TX-14-PHASE2.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_manager;requirements_verifier;verification_engineer;source_authority_auditor,all_agents,TX-14-PHASE2,,,pending,2026-07-10,Authorized portable TX-14 record; scope is the selected controlled addendum and ends before TX-15.
ctrl_strategic_baseline_tx14_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-14-PHASE2-20260710T155212Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-14-PHASE2,,,pending,2026-07-10,Portable source-first preflight for TX-14; memory remained navigation rather than authority.
ctrl_strategic_baseline_tx14_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX14-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,requirements_manager,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_manager;requirements_verifier;verification_engineer,all_agents,TX-14-PHASE2,,,pending,2026-07-10,Portable TX-14 completion evidence.
ctrl_strategic_baseline_tx14_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX14-001.yaml,handoff,portable_execution_transaction_v1,controlled,requirements_manager,contract_handoff_v1_0,requirements_manager;implementation_initialization_agent;system_director,all_agents,TX-14-PHASE2,,,pending,2026-07-10,Portable TX-14 handoff to the target-package transaction only.
ctrl_strategic_baseline_tx15_execution_transaction,control_records/execution_transactions/TX-15-TARGET-PACKAGE.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;implementation_initialization_agent;verification_engineer;trace_owner;baseline_change_manager,all_agents,TX-15-TARGET-PACKAGE,,,pending,2026-07-10,Authorized portable TX-15 record bounded to target-package contract example validator tests and stop before TX-16.
ctrl_strategic_baseline_tx15_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-15-TARGET-PACKAGE-20260710T165733Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-15-TARGET-PACKAGE,,,pending,2026-07-10,Portable source-first preflight for TX-15; live registered sources overruled absent or legacy memory routing.
ctrl_strategic_baseline_tx15_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX15-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,implementation_initialization_agent,contract_completion_receipt_v1_0,bounded_execution_planner;implementation_initialization_agent;verification_engineer,all_agents,TX-15-TARGET-PACKAGE,,,pending,2026-07-10,Portable TX-15 completion evidence.
ctrl_strategic_baseline_tx15_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX15-001.yaml,handoff,portable_execution_transaction_v1,controlled,implementation_initialization_agent,contract_handoff_v1_0,implementation_initialization_agent;system_engineer;system_director,all_agents,TX-15-TARGET-PACKAGE,,,pending,2026-07-10,Portable TX-15 handoff to the walking-skeleton transaction only.
ctrl_strategic_baseline_tx16_execution_transaction,control_records/execution_transactions/TX-16-WALKING-SKELETON.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;system_engineer;verification_engineer;trace_owner;baseline_change_manager,all_agents,TX-16-WALKING-SKELETON,,,pending,2026-07-10,Authorized portable TX-16 record bounded to the active flow graph trace report tests and stop before TX-17.
ctrl_strategic_baseline_tx16_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-16-WALKING-SKELETON-20260710T172717Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-16-WALKING-SKELETON,,,pending,2026-07-10,Portable source-first preflight for TX-16; live plan handoff flow package trace and registries controlled scope.
ctrl_strategic_baseline_tx16_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX16-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,system_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;system_engineer;verification_engineer,all_agents,TX-16-WALKING-SKELETON,,,pending,2026-07-10,Portable TX-16 completion evidence for the active strategic flow historical appendix exact trace and open gates.
ctrl_strategic_baseline_tx16_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX16-001.yaml,handoff,portable_execution_transaction_v1,controlled,system_engineer,contract_handoff_v1_0,system_engineer;security_engineer;system_director,all_agents,TX-16-WALKING-SKELETON,,,pending,2026-07-10,Portable TX-16 handoff to the safety-evaluation transaction only.
ctrl_strategic_baseline_tx17_execution_transaction,control_records/execution_transactions/TX-17-SAFETY-EVALUATION.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;software_engineer;security_safety_privacy_compliance_reviewer;verification_engineer;runtime_maintenance_planner;svc_documentation_surface_architect;requirements_verifier,all_agents,TX-17-SAFETY-EVALUATION,,,pending,2026-07-10,Authorized portable TX-17 record bounded to safety permission self-change holdout rollback isolation operations and human-gated closeout.
ctrl_strategic_baseline_tx17_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-17-SAFETY-EVALUATION-20260710T175106Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-17-SAFETY-EVALUATION,,,pending,2026-07-10,Portable source-first preflight for TX-17; live plan decision handoff requirements roles and registered sources controlled scope.
ctrl_strategic_baseline_tx17_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX17-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,security_safety_privacy_compliance_reviewer,contract_completion_receipt_v1_0,bounded_execution_planner;security_safety_privacy_compliance_reviewer;verification_engineer,all_agents,TX-17-SAFETY-EVALUATION,,,pending,2026-07-10,Portable TX-17 closeout for seven assurance sections protected holdouts explicit gaps and the TX-18 human gate.
ctrl_strategic_baseline_tx17_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX17-001.yaml,handoff,portable_execution_transaction_v1,controlled,security_safety_privacy_compliance_reviewer,contract_handoff_v1_0,security_safety_privacy_compliance_reviewer;system_director,all_agents,TX-17-SAFETY-EVALUATION,,,pending,2026-07-10,Portable human-gated TX-17 handoff to TX-18 accountable review only.
ctrl_strategic_baseline_g08_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G08-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,TX-18-HUMAN-APPROVAL,,,pending,2026-07-10T18:48:03Z,Direct accountable human G-08 approval of the exact Sys4AI strategic baseline with bounded TX-17 acceptance.
ctrl_strategic_baseline_tx18_execution_transaction,control_records/execution_transactions/TX-18-HUMAN-APPROVAL.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;system_director;requirements_verifier;source_authority_auditor;verification_engineer;svc_documentation_surface_architect,all_agents,TX-18-HUMAN-APPROVAL,,,pending,2026-07-10,Authorized portable TX-18 record bounded to accountable G-08 approval and stopping before TX-19.
ctrl_strategic_baseline_tx18_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-18-HUMAN-APPROVAL-20260710T184803Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-18-HUMAN-APPROVAL,,,pending,2026-07-10,Portable source-first preflight for TX-18; live registered authority controlled approval scope over memory and derivative hits.
ctrl_strategic_baseline_tx18_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX18-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,system_director,contract_completion_receipt_v1_0,bounded_execution_planner;system_director;requirements_verifier;verification_engineer,all_agents,TX-18-HUMAN-APPROVAL,,,pending,2026-07-10,Portable TX-18 completion evidence for direct G-08 approval protected baselines unchanged trace gaps and TX-19-only routing.
ctrl_strategic_baseline_tx18_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX18-001.yaml,handoff,portable_execution_transaction_v1,controlled,system_director,contract_handoff_v1_0,system_director;requirements_manager;svc_documentation_surface_architect,all_agents,TX-18-HUMAN-APPROVAL,,,pending,2026-07-10,Portable TX-18 handoff to TX-19 derivative-module regeneration only after shared-baseline publication.
ctrl_strategic_baseline_tx19_execution_transaction,control_records/execution_transactions/TX-19-MODULES.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_manager;requirements_verifier;source_authority_auditor;verification_engineer;svc_documentation_surface_architect,all_agents,TX-19-MODULES,,,pending,2026-07-10,Authorized portable TX-19 record bounded to twelve derivative module drafts and rows with protected baselines unchanged and stop before TX-20.
ctrl_strategic_baseline_tx19_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-19-MODULES-20260710T193535Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-19-MODULES,,,pending,2026-07-10,Portable source-first preflight for TX-19; live plan handoff decisions module registry and provenance sources controlled scope.
ctrl_strategic_baseline_tx19_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX19-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,requirements_manager,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_manager;requirements_verifier;verification_engineer,all_agents,TX-19-MODULES,,,pending,2026-07-10,Portable TX-19 completion evidence for twelve derivative modules unique allocation protected trace and TX-20-only routing.
ctrl_strategic_baseline_tx19_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX19-001.yaml,handoff,portable_execution_transaction_v1,controlled,requirements_manager,contract_handoff_v1_0,requirements_manager;svc_documentation_surface_architect;system_director,all_agents,TX-19-MODULES,,,pending,2026-07-10,Portable TX-19 handoff to TX-20 generated documentation only after shared-baseline publication.
ctrl_strategic_baseline_tx20_execution_transaction,control_records/execution_transactions/TX-20-GENERATED-DOCS.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;svc_documentation_surface_architect;documentation_librarian;source_authority_auditor;verification_engineer,all_agents,TX-20-GENERATED-DOCS,,,pending,2026-07-11,Authorized portable TX-20 record bounded to deterministic noncanonical strategic readers corrected G-08 status and stop before TX-21.
ctrl_strategic_baseline_tx20_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-20-GENERATED-DOCS-20260711T141224Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-20-GENERATED-DOCS,,,pending,2026-07-11,Portable source-first preflight for TX-20; live plan handoff decision generators and registries controlled scope.
ctrl_strategic_baseline_tx20_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX20-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,svc_documentation_surface_architect,contract_completion_receipt_v1_0,bounded_execution_planner;svc_documentation_surface_architect;verification_engineer,all_agents,TX-20-GENERATED-DOCS,,,pending,2026-07-11,Portable TX-20 completion evidence for five noncanonical strategic readers G-08 correction G-09 completion and TX-21-only routing.
ctrl_strategic_baseline_tx20_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX20-001.yaml,handoff,portable_execution_transaction_v1,controlled,svc_documentation_surface_architect,contract_handoff_v1_0,svc_documentation_surface_architect;requirements_verifier;system_director,all_agents,TX-20-GENERATED-DOCS,,,pending,2026-07-11,Portable TX-20 handoff to TX-21 final acceptance only after shared-baseline publication.
ctrl_strategic_baseline_tx21_execution_transaction,control_records/execution_transactions/TX-21-FINAL-ACCEPTANCE.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_verifier;verification_engineer;source_authority_auditor;system_director,all_agents,TX-21-FINAL-ACCEPTANCE,,,pending,2026-07-11,Authorized portable TX-21 record bounded to regression semantic rollback closeout and truthful G-10 disposition.
ctrl_strategic_baseline_tx21_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-21-FINAL-ACCEPTANCE-20260711T143842Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-21-FINAL-ACCEPTANCE,,,pending,2026-07-11,Portable source-first preflight for TX-21 with live plan handoff host trace safety and registry inspection.
ctrl_strategic_baseline_g10_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G10-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,TX-21-FINAL-ACCEPTANCE,,,pending,2026-07-11T14:38:42Z,Accountable G-10 defer decision preserving open host production operations evidence and permission boundaries.
ctrl_strategic_baseline_tx21_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX21-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,requirements_verifier,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_verifier;verification_engineer,all_agents,TX-21-FINAL-ACCEPTANCE,,,pending,2026-07-11,Portable TX-21 blocked closeout for passed regression rollback and preserved acceptance gaps.
ctrl_strategic_baseline_tx21_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX21-001.yaml,handoff,portable_execution_transaction_v1,controlled,requirements_verifier,contract_handoff_v1_0,requirements_verifier;interface_integration_owner;system_director,all_agents,TX-21-FINAL-ACCEPTANCE,,,pending,2026-07-11,Blocked TX-21 handoff with no next transaction automatically authorized and exact G-10 reopening evidence.
ctrl_strategic_baseline_tx22_execution_transaction,control_records/execution_transactions/TX-22-G07-HOST-VERIFICATION.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;interface_integration_owner;verification_engineer;source_authority_auditor;system_director,all_agents,TX-22-G07-HOST-VERIFICATION,,,pending,2026-07-11,Authorized portable TX-22 record bounded to safe observable host probes G-07 disposition and stop before broader evidence closure.
ctrl_strategic_baseline_tx22_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-22-G07-HOST-VERIFICATION-20260711T151753Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-22-G07-HOST-VERIFICATION,,,pending,2026-07-11,Portable source-first preflight for TX-22 with live host profile validator safety plan handoff and registry inspection.
ctrl_strategic_baseline_g07_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G07-001.yaml,director_decision,not_applicable,controlled,framework_product,contract_director_decision,system_director,all_agents,TX-22-G07-HOST-VERIFICATION,,,pending,2026-07-11T15:19:10Z,Accountable G-07 acceptance of the exact mixed profile without permission production operational target-runtime or G-10 promotion.
ctrl_strategic_baseline_tx22_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX22-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,interface_integration_owner,contract_completion_receipt_v1_0,bounded_execution_planner;interface_integration_owner;verification_engineer,all_agents,TX-22-G07-HOST-VERIFICATION,,,pending,2026-07-11,Portable TX-22 completion evidence for eight interface probes accepted G-07 mixed states and preserved residual gaps.
ctrl_strategic_baseline_tx22_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX22-001.yaml,handoff,portable_execution_transaction_v1,controlled,interface_integration_owner,contract_handoff_v1_0,interface_integration_owner;verification_engineer;system_director,all_agents,TX-22-G07-HOST-VERIFICATION,,,pending,2026-07-11,Ready TX-22 handoff to the already authorized bounded TX-23 evidence-closure planning packet.
ctrl_strategic_baseline_tx23_execution_transaction,control_records/execution_transactions/TX-23-EVIDENCE-CLOSURE-PLAN.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;verification_engineer;requirements_verifier;source_authority_auditor;baseline_change_manager,all_agents,TX-23-EVIDENCE-CLOSURE-PLAN,,,pending,2026-07-11,Authorized portable TX-23 record bounded to exact evidence-obligation classification and stop before execution waiver supersession or G-10.
ctrl_strategic_baseline_tx23_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-23-EVIDENCE-CLOSURE-PLAN-20260711T155250Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-23-EVIDENCE-CLOSURE-PLAN,,,pending,2026-07-11,Portable source-first preflight for TX-23 with live handoff trace plan semantic review system layer and registry inspection.
